37.13238802,55.088,0.928677143
35.97472193,53.828,0.927401192
33.95349798,40.368,0.954805894
33.5618119,39.748,0.955162972
34.35011569,39.072,0.958715839
36.73473084,49.372,0.941860719
34.45168711,39.728,0.957543818
38.69926537,44.336,0.958106043
42.67432033,53.84,0.948954774
41.82281202,49.976,0.954335638
41.12803338,55.028,0.942398574
40.04044817,45.604,0.958605654
42.66225294,54.82,0.946996401
41.91067561,50.764,0.95305073
40.68114887,44.252,0.962313039
39.37097289,41.564,0.964543094
41.54330147,51.584,0.950598499
41.74024481,49.816,0.954450559
40.5042751,45.16,0.960367761
40.59226734,51.432,0.948505775
41.6316286,52.12,0.949758665
40.6055713,44.68,0.961419794
39.3164702,39.208,0.968423661
40.48089517,39.228,0.970210758
41.42329869,44.42,0.963395028
40.51274972,40.964,0.967522577
34.14560282,29.056,0.977109708
32.09863874,34.688,0.962813416
33.18864158,33.524,0.967590069
32.98322725,37.104,0.959639266
32.67121707,35.82,0.961702771
30.7682296,28.228,0.97334167
30.9457115,30.336,0.969504288
32.12312254,34.964,0.962266354
33.96773329,41.168,0.952992645
33.94765397,42.172,0.950551694
34.42381853,35.636,0.965930028
38.77365665,37.116,0.970942729
39.32276462,43.124,0.961682129
41.42483657,42.516,0.966521616
41.04817475,45.3,0.961187684
39.44652953,38.024,0.970528978
41.58152282,50.432,0.952923253
44.0771624,52.968,0.953804594
43.69816111,47.24,0.962786509
40.82612742,38.456,0.971877631
40.98597103,39.38,0.970722396
44.41077857,54.588,0.951615832
45.13381589,56.044,0.950595449
43.56019433,47.884,0.961497088
43.63171736,49.256,0.959347982
43.95817923,48.956,0.960458343
45.10186955,51.016,0.959184185
47.70448735,62.788,0.94431368
44.34454776,50.68,0.958313979
43.10995899,45.968,0.963814417
44.42228166,52.072,0.95609677
40.49632438,52.528,0.945962395
38.10387388,49.864,0.944969535
37.56652612,49.908,0.943233342
36.77477599,44.772,0.952555089
36.27101887,39.836,0.961566592
38.52458603,55.492,0.932910738
39.73159092,57.096,0.933237234
38.46058733,52.332,0.940365255
37.06946707,48.18,0.945737902
37.32615365,51.22,0.939314571
40.35015689,63.276,0.919946857
38.97555182,59.144,0.925246682
37.17730815,45.38,0.95230133
45.504311,67.376,0.928966928
46.82010502,58.26,0.950382319
45.71652222,56.84,0.950466
43.78025749,47.5,0.96251147
46.47560517,57.704,0.950606234
46.7554612,62.176,0.943119774
